SENTENCE,FOS CODE
"যেথা তব কর্মশালা  সেথা বাতায়ন হতে কে জানি পরায়ে দিত মালা  আমার ললাট ঘেরি সহসা ক্ষণিক অবকাশে,  সে নহে ভৃত্যের পুরস্কার ; কী ইঙ্গিতে কী আভাসে  মুহূর্তে জানায়ে চলে যেত অসীমের আত্মীয়তা  অধরা অদেখা দূত, বলে যেত ভাষাতীত কথা  অপ্রয়োজনের মানুষেরে।",3
"                                 সে মানুষ, হে ধরণী,  তোমার আশ্রয় ছেড়ে যাবে যবে, নিয়ো তুমি গণি  যা-কিছু দিয়েছ তারে, তোমার কর্মীর যত সাজ,  তোমার পথের যে পাথেয়, তাহে সে পাবে না লাজ ;  রিক্ততায় দৈন্য নহে।",10
"তবু জেনো অবজ্ঞা করি নি  তোমার মাটির দান, আমি সে মাটির কাছে ঋণী —  জানায়েছি বারংবার, তাহারি বেড়ার প্রান্ত হতে  অমূর্তের পেয়েছি সন্ধান।","3, 6"
"যবে আলোতে আলোতে  লীন হত জড়যবনিকা, পুষ্পে পুষ্পে তৃণে তৃণে  রূপে রসে সেই ক্ষণে যে গূঢ় রহস্য দিনে দিনে  হত নিঃশ্বসিত, আজি মর্তের অপর তীরে বুঝি  চলিতে ফিরানু মুখ তাহারি চরম অর্থ খুঁজি।","2, 6"
   যবে শান্ত নিরাসক্ত গিয়েছি তোমার নিমন্ত্রণে  তোমার অমরাবতী সুপ্রসন্ন সেই শুভক্ষণে  মুক্তদ্বার ; বুভুক্ষুর লালসারে করে সে বঞ্চিত ;  তাহার মাটির পাত্রে যে অমৃত রয়েছে সঞ্চিত  নহে তাহা দীন ভিক্ষু লালায়িত লোলুপের লাগি।,3
"ইন্দ্রের ঐশ্বর্য নিয়ে হে ধরিত্রী, আছ তুমি জাগি  ত্যাগীরে প্রত্যাশা করি, নির্লোভেরে সঁপিতে সম্মান,  দুর্গমের পথিকেরে আতিথ্য করিতে তব দান  বৈরাগ্যের শুভ্র সিংহাসনে।","6, 10"
"ক্ষুব্ধযারা, লুব্ধ যারা,  মাংসগন্ধে মুগ্ধ যারা, একান্ত আত্মার দৃষ্টিহারা  শ্মশানের প্রান্তচর, আবর্জনাকুণ্ড তব ঘেরি    বীভৎস চীৎকারে তারা রাত্রিদিন করে ফেরাফেরি,  নির্লজ্জ হিংসায় করে হানাহানি।",3
                                  শুনি তাই আজি  মানুষ-জন্তুর হুহুংকার দিকে দিকে উঠে বাজি।,0
"তবু যেন হেসে যাই যেমন হেসেছি বারে বারে  পণ্ডিতের মূঢ়তায়, ধনীর দৈন্যের অত্যাচারে,  সজ্জিতের রূপের বিদ্রূপে।","3, 7"
"মানুষের দেবতারে  ব্যঙ্গ করে যে অপদেবতা বর্বর মুখবিকারে  তারে হাস্য হেনে যাব, বলে যাব, “ এ প্রহসনের  মধ্য-অঙ্কে অকস্মাৎ হবে লোপ দুষ্ট স্বপনের ;  নাট্যের কবররূপে বাকি শুধু রবে ভস্মরাশি  দগ্ধশেষ মশালের, আর অদৃষ্টের অট্টহাসি। ”",3
"বলে যাব, “ দ্যূতচ্ছলে দানবের মূঢ় অপব্যয়  গ্রন্থিতে পারে না কভু ইতিবৃত্তে শাশ্বত অধ্যায়। ”",0
   বৃথা বাক্য থাক্‌।,0
"তব দেহলিতে শুনি ঘন্টা বাজে,  শেষপ্রহরের ঘন্টা ; সেই সঙ্গে ক্লান্ত বক্ষোমাঝে  শুনি বিদায়ের দ্বার খুলিবার শব্দ সে অদূরে  ধ্বনিতেছে সূর্যাস্তের রঙে রাঙা পূরবীর সুরে।","1, 2"
জীবনের স্মৃতিদীপে আজিও দিতেছে যারা জ্যোতি  সেই ক ” টি বাতি দিয়ে রচিব তোমার সন্ধ্যারতি  সপ্তর্ষির দৃষ্টির সম্মুখে ; দিনান্তের শেষ পলে  রবে মোর মৌন বীণা মূর্ছিয়া তোমার পদতলে।,2
"আর রবে পশ্চাতে আমার, নাগকেশরের চারা  ফুল যার ধরে নাই, আর রবে খেয়াতরীহারা  এ পারের ভালোবাসা — বিরহস্মৃতির অভিমানে  ক্লান্ত হয়ে রাত্রিশেষে ফিরিবে সে পশ্চাতের পানে।",0
"রেখার রঙের তীর হতে তীরে                         ফিরেছিল তব মন,                     রূপের গভীরে হয়েছিল নিমগন।","3, 6"
             গেল চলি তব জীবনের তরী                         রেখার সীমার পার               অরূপ ছবির রহস্যমাঝে                         অমল শুভ্রতার।,"2, 6"
"তীরের পানে চেয়ে থাকি পালের নৌকা ছাড়ি —  গাছের পরে গাছ ছুটে যায়, বাড়ির পরে বাড়ি।",6
          দক্ষিণে ও বামে            গ্রামের পরে গ্রামে  ঘাটের পরে ঘাটগুলো সব পিছিয়ে চলে যায়            ভোজবাজিরই প্রায়।,"1, 6"
      নাইছে যারা তারা যেন সবাই মরীচিকা  যেমনি চোখে ছবি আঁকে মোছে ছবির লিখা।,6
"আমি যেন চেপে আছি মহাকালের তরী,  দেখছি চেয়ে যে খেলা হয় যুগযুগান্ত ধরি।","2, 3, 6"
"পরিচয়ের যেমন শুরু তেমনি তাহার শেষ —  সামনে দেখা দেয়, পিছনে অমনি নিরুদ্দেশ।",6
"ভেবেছিলুম ভুলব না যা তাও যাচ্ছি ভুলে,  পিছু দেখার ঘুচিয়ে বেদন চলছি নতুন কূলে।",6
                পেতে পেতেই ছাড়া       দিনরাত্তির মনটাকে দেয় নাড়া।,6
"এই নাড়াতেই লাগছে খুশি লাগছে, ব্যথা কভু,  বেঁচে-থাকার চলতি খেলা লাগছে ভালোই তবু।",6
"বারেক ফেলা, বারেক তোলা, ফেলতে ফেলতে যাওয়া —  এ ” কেই বলে জীবনতরীর চলন্ত দাঁড় বাওয়া।","2, 6"
"তাহার পরে রাত্রি আসে, দাঁড় টানা যায় থামি,  কেউ কারেও দেখতে না পায় আঁধারতীর্থগামী।",6
"ভাঁটার স্রোতে ভাসে তরী, অকূলে হয় হারা —  যে সমুদ্রে অস্তে নামে কালপুরুষের তারা।",6
"শরৎবেলার বিত্তবিহীন মেঘ            হারায়েছে তার ধারাবর্ষণ-বেগ ;  ক্লান্তি-আলসে যাত্রার পথে দিগন্ত আছে চুমি,            অঞ্জলি তব বৃথা তুলিয়াছ হে তরুণী বনভূমি।","3, 6"
"শান্ত হয়েছে দিক্‌হারা তার ঝড়ের মত্ত লীলা,            বিদ্যুৎপ্রিয়া স্মৃতির গভীরে হল অন্তঃশীলা                     সময় এসেছে, নির্জনগিরিশিরে            কালিমা ঘুচায়ে শুভ্র তুষারে মিশে যাবে ধীরে ধীরে।","2, 6"
অস্তসাগরপশ্চিমপারে সন্ধ্যা নামিবে যবে        সপ্তঋষির নীরব বীণার রাগিণীতে লীন হবে।,"6, 7"
"               তবু যদি চাও শেষদান তার পেতে,                         ওই দেখো ভরা খেতে                   পাকা ফসলের দোদুল্য অঞ্চলে         নিঃশেষে তার সোনার অর্ঘ্য রেখে গেছে ধরাতলে।",6
"                 সে কথা স্মরিয়ো, চলে যেতে দিয়ো তারে —        লজ্জা দিয়ো না নিঃস্ব দিনের নিঠুর রিক্ততারে।",6
"          তখন একটা রাত — উঠেছে সে তড়বড়ি,  কাঁচা ঘুম ভেঙে।",0
শিয়রেতে ঘড়ি                     কর্কশ সংকেত দিল নির্মম ধ্বনিতে।,"2, 3"
                             অঘ্রানের শীতে                         এ বাসার মেয়াদের শেষে                     যেতে হবে আত্মীয়পরশহীন দেশে                               ক্ষমাহীন কর্তব্যের ডাকে।,"2, 3, 6"
                                       পিছে পড়ে থাকে                                  এবারের মতো                          ত্যাগযোগ্য গৃহসজ্জা যত।,6
              জরাগ্রস্ত তক্তপোশ কালিমাখা-শতরঞ্চ- পাতা ;                              আরামকেদারা ভাঙা-হাতা ;                                  পাশের শোবার ঘরে                               হেলে-পড়া টিপয়ের “ পরে                         পুরোনো আয়না দাগ-ধরা ;            পোকা কাটা হিসাবের খাতা-ভরা                     কাঠের সিন্দুক এক ধারে ;            দেয়ালে-ঠেসান-দেওয়া সারে সারে                     বহু বৎসরের পাঁজি ;            কুলুঙ্গিতে অনাদৃত পূজার ফুলের জীর্ণ সাজি।,"3, 6"
"                    প্রদীপের স্তিমিত শিখায়                               দেখা যায়,                     ছায়াতে জড়িত তারা                               স্তম্ভিত রয়েছে অর্থহারা।","3, 6"
"             ট্যাক্সি এল দ্বারে, দিল সাড়া  হুংকারপরুষরবে।","2, 3"
নিদ্রায় গম্ভীর পাড়া                      রহে উদাসীন।,3
          প্রহরীশালায় দূরে বাজে সাড়ে-তিন।,0
"                                     শূন্যপানে চক্ষু মেলি                                         দীর্ঘশ্বাস ফেলি                               দূরযাত্রী নাম নিল দেবতার,                     তালা দিয়ে রুধিল দুয়ার।",6
          টেনে নিয়ে অনিচ্ছুক দেহটিরে                               দাঁড়ালো বাহিরে।,6
               ঊর্ধ্বে কালো আকাশের ফাঁকা             ঝাঁট দিয়ে চলে গেল বাদুড়ের পাখা।,"1, 2, 6"
                    যেন সে নির্মম    অনিশ্চিত-পানে-ধাওয়া অদৃষ্টের প্রেতচ্ছায়াসম।,"1, 6"
"                             বৃদ্ধবট মন্দিরের ধারে,                     অজগর-অন্ধকার গিলিয়াছে তারে।","2, 3, 6"
"                             সদ্য-মাটি-কাটা পুকুরের                     পাড়ি-ধারে বাসা বাঁধা মজুরের  খেজুরের পাতা-ছাওয়া — ক্ষীণ আলো করে মিট্‌মিট্‌,                     পাশে ভেঙে-পড়া পাঁজা।",6
তলায় ছড়ানো তার   ইঁট।,0
                             রজনীর মসীলিপ্তিমাঝে  লুপ্তরেখা সংসারের ছবি — ধান-কাটা কাজে                               সারাবেলা চাষীর ব্যস্ততা ;                                         গলা-ধরাধরি কথা                     মেয়েদের ; ছুটি-পাওয়া                                            ছেলেদের ধেয়ে যাওয়া                               হৈ হৈ রবে ; হাটবারে ভোরবেলা                     বস্তা-বহা গোরুটাকে তাড়া দিয়ে ঠেলা ;                                             আঁকড়িয়া মহিষের গলা            ও পারে মাঠের পানে রাখাল ছেলের ভেসে চলা।,6
                   নিত্যজানা সংসারের প্রাণলীলা না উঠিতে ফুটে                               যাত্রী লয়ে অন্ধকারে গাড়ি যায় ছুটে।,"3, 6"
"                              যেতে যেতে পথপাশে                               পানাপুকুরের গন্ধ আসে,                                        সেই গন্ধে পায় মন                               বহুদিনরজনীর সকরুণ স্নিগ্ধ আলিঙ্গন।","2, 3, 6"
                                      আঁকাবাঁকা গলি                                 রেলের স্টেশনপথে গেছে চলি ;                     দুই পাশে বাসা সারি সারি ;                              নরনারী                               যে যাহার ঘরে                         রহিল আরামশয্যা-”পরে।,"3, 6"
                নিবিড়-আঁধার-ঢালা আমবাগানের ফাঁকে         অসীমের টিকা দিয়া বরণ করিয়া স্তব্ধতাকে                               শুকতারা দিল দেখা।,"2, 3, 6"
                             পথিক চলিল একা                        অচেতন অসংখ্যের মাঝে।,0
                             সাথে সাথে জনশূন্য পথ দিয়ে বাজে                                         রথের চাকার শব্দ হদয়বিহীন ব্যস্ত সুরে                                                  দূর হতে দূরে।,"3, 6"
"          তীর্থের যাত্রিণী ও যে, জীবনের পথে  শেষ আধক্রোশটুকু টেনে টেনে চলে কোনোমতে।","2, 3, 6"
                   হাতে নামজপ-ঝুলি            পাশে তার রয়েছে পুঁটুলি।,6
"ভোর হতে ধৈর্য ধরি বসি ইস্টেশনে            অস্পষ্ট ভাবনা আসে মনে —  আর কোনো ইস্টেশনে আছে যেন আর কোনো ঠাঁই,                যেথা সব ব্যর্থতাই                     আপনায়             হারানো অর্থেরে ফিরে পায়,                     যেথা গিয়ে ছায়া  কোনো-এক রূপ ধরি পায় যেন কোনো-এক কায়া।",6
          বুকের ভিতরে ওর পিছু হতে দেয় দোল                     আশৈশব-পরিচিত দূর সংসারের কলরোল            প্রত্যাখ্যাত জীবনের প্রতিহত আশা  অজানার নিরুদ্দেশে প্রদোষ খুঁজিতে চলে বাসা।,6
       যে পথে সে করেছিল যাত্রা একদিন                          সেখানে নবীন             আলোকে আকাশ ওর মুখ চেয়ে উঠেছিল হেসে।,"2, 3, 6"
"               সে পথে পড়েছে আজ এসে                      অজানা লোকের দল,  তাদের কন্ঠের ধ্বনি ওর কাছে ব্যর্থ কোলাহল।",6
"                    যে যৌবনখানি   একদিন পথে যেতে বল্লভেরে দিয়েছিল আনি               মধুমদিরার রসে বেদনার নেশা                      দুঃখে-সুখে-মেশা   সে রসের রিক্ত পাত্রে আজ শুষ্ক অবহেলা,   মধুপগুঞ্জনহীন যেন ক্লান্ত হেমন্তের বেলা।","3, 6"
                  আজিকে চলেছে যারা খেলার সঙ্গী র আশে                               ওরে ঠেলে যায় পথপাশে ;                           যে খুঁজিছে দুর্গমের সাথি                 ও পারে না তার পথে জ্বালাইতে বাতি                           জীর্ণ কম্পমান হাতে                               দুর্যোগের রাতে।,6
               একদিন যারা সবে এ পথনির্মাণে                         লেগেছিল আপনার জীবনের দানে                                         ও ছিল তাদেরি মাঝে                                                  নানা কাজে —                                 সে পথ উহার আজ নহে।,6
          সেথা আজি কোন্‌ দূত কী বারতা বহে                                        কোন্‌ লক্ষ্য-পানে                                                  নাহি জানে।,6
"                   পরিত্যক্ত একা বসি ভাবিতেছে, পাবে বুঝি দূরে  সংসারের গ্লানি ফেলে স্বর্গ-ঘেঁষা দুমূর্ল্য কিছুরে।","1, 6"
"                             হায়, সেই কিছু            যাবে ওর আগে আগে প্রেতসম, ও চলিবে পিছু                     ক্ষীণালোকে, প্রতিদিন ধরি-ধরি করি তারে                               অবশেষে মিলাবে আঁধারে।","1, 6"
যখন রব না আমি মর্তকায়ায়            তখন স্মরিতে যদি হয় মন  তবে তুমি এসো হেথা নিভৃত ছায়ায়            যেখা এই চৈত্রের শালবন।,6
"   হেথায় যে মঞ্জরী দোলে শাখে শাখে,            পুচ্ছ নাচায়ে যত পাখি গায়,  ওরা মোর নাম ধরে কভু নাহি ডাকে,            মনে নাহি করে বসি নিরালায়।",6
"কত যাওয়া কত আসা এই ছায়াতলে            আনমনে নেয় ওরা সহজেই,  মিলায় নিমেষে কত প্রতি পলে পলে            হিসাব কোথাও তার কিছু নেই।",6
"ওদের এনেছে ডেকে আদিসমীরণে            ইতিহাসলিপিহারা যেই কাল  আমারে সে ডেকেছিল কভু খনে খনে,            রক্তে বাজায়েছিল তারি তাল।","2, 6, 10"
"সেদিন ভুলিয়াছিনু কীর্তি ও খ্যাতি,            বিনা পথে চলেছিল ভোলা মন ;  চারি দিকে নামহারা ক্ষণিকের জ্ঞাতি            আপনারে করেছিল নিবেদন।","2, 3, 6"
"সেদিন ভাবনা ছিল মেঘের মতন,            কিছু নাহি ছিল ধরে রাখিবার ;  সেদিন আকাশে ছিল রূপের স্বপন,            রঙ ছিল উড়ো ছবি আঁকিবার।","1, 2, 6"
"  সেদিনের কোনো দানে ছোটো বড়ো কাজে            স্বাক্ষর দিয়ে দাবি করি নাই ;  যা লিখেছি যা মুছেছি শূন্যের মাঝে            মিলায়েছে, দাম তার ধরি নাই।","2, 6"
"     সেদিনের হারা আমি — চিহ্নবিহীন            পথ বেয়ে কোরো তার সন্ধান,  হারাতে হারাতে যেথা চলে যায় দিন,             ভরিতে ভরিতে ডালি অবসান।","2, 3, 6"
মাঝে মাঝে পেয়েছিল আহ্বান-পাঁতি            যেখানে কালের সীমারেখা নেই —  খেলা করে চলে যায় খেলিবার সাথি            গিয়েছিল দায়হীন সেখানেই।,"1, 6"
"দিন নাই, চাই নাই, রাখি নি কিছুই            ভালো মন্দের কোনো জঞ্জাল ;  চলে-যাওয়া ফাগুনের ঝরা ফুলে ভুঁই            আসন পেতেছে মোর ক্ষণকাল।","1, 2, 6"
"সেইখানে মাঝে মাঝে এল যারা পাশে            কথা তারা ফেলে গেছে কোন্‌ ঠাঁই ;  সংসার তাহাদের ভোলে অনায়াসে,            সভাঘরে তাহাদের স্থান নাই।",6
"বাসা যার ছিল ঢাকা জনতার পারে,            ভাষাহারাদের সাথে মিল যার,  যে আমি চায় নি কারে ঋণী করিবারে,            রাখিয়া যে যায় নাই ঋণভার,  সে আমারে কে চিনেছ মর্তকায়ায়,            কখনো স্মরিতে যদি হয় মন,  ডেকো না ডেকো না সভা — এসো এ ছায়ায়            যেথা এই চৈত্রের শালবন।",6
"আলো-অন্ধকারে যাই—মাথার ভিতরে স্বপ্ন নয়, কোন্ এক বোধ কাজ করে; স্বপ্ন নয়—শান্তি নয়—ভালোবাসা নয়, হৃদয়ের মাঝে এক বোধ জন্ম লয়; আমি তারে পারি না এড়াতে, সে আমার হাত রাখে হাতে, সব কাজ তুচ্ছ হয়—পণ্ড মনে হয়, সব চিন্তা—প্রার্থনার সকল সময় শূন্য মনে হয়, শূন্য মনে হয়।",6
সহজ লোকের মতো কে চলিতে পারে।,0
কে থামিতে পারে এই আলোয় আঁধারে সহজ লোকের মতো; তাদের মতন ভাষা কথা কে বলিতে পারে আর; কোনো নিশ্চয়তা কে জানিতে পারে আর?,"6, 7"
শরীরের স্বাদ কে বুঝিতে চায় আর?,1
প্রাণের আহ্লাদ সকল লোকের মতো কে পাবে আবার।,0
"সকল লোকের মতো বীজ বুনে আর স্বাদ কই, ফসলের আকাঙ্ক্ষায় থেকে, শরীরে মাটির গন্ধ মেখে, শরীরে জলের গন্ধ মেখে, উৎসাহে আলোর দিকে চেয়ে চাষার মতন প্রাণ পেয়ে কে আর রহিবে জেগে পৃথিবীর ’পরে?",6
স্বপ্ন নয়—শান্তি নয়—কোন্ এক বোধ কাজ করে মাথার ভিতরে।,0
"পথে চ’লে পারে—পারাপারে উপেক্ষা করিতে চাই তারে; মড়ার খুলির মতো ধ’রে আছাড় মারিতে চাই, জীবন্ত মাথার মতো ঘোরে তবু সে মাথার চারিপাশে, তবু সে চোখের চারিপাশে, তবু সে বুকের চারিপাশে; আমি চলি, সাথে-সাথে সেও চ’লে আসে।","1, 6"
আমি থামি— সেও থেমে যায়;  সকল লোকের মাঝে ব’সে আমার নিজের মুদ্রাদোষে আমি একা হতেছি আলাদা?,0
আমার চোখেই শুধু ধাঁধা?,0
আমার পথেই শুধু বাধা?,0
"জন্মিয়াছে যারা এই পৃথিবীতে সন্তানের মতো হ’য়ে— সন্তানের জন্ম দিতে-দিতে যাহাদের কেটে গেছে অনেক সময়, কিংবা আজ সন্তানের জন্ম দিতে হয় যাহাদের; কিংবা যারা পৃথিবীর বীজখেতে আসিতেছে চ’লে জন্ম দেবে—জন্ম দেবে ব’লে; তাদের হৃদয় আর মাথার মতন আমার হৃদয় না কি?",2
তাহদের মন আমার মনের মতো না কি?,0
—তবু কেন এমন একাকী?,0
তবু আমি এমন একাকী।,0
হাতে তুলে দেখিনি কি চাষার লাঙল?,0
বাল্‌টিতে টানিনি কি জল?,0
কাস্তে হাতে কতোবার যাইনি কি মাঠে?,0
"মেছোদের মতো আমি কতো নদী ঘাটে ঘুরিয়াছি; পুকুরের পানা শ্যালা—আঁশ্‌টে গায়ের ঘ্রাণ গায়ে গিয়েছে জড়ায়ে; –এই সব স্বাদ; —এ-সব পেয়েছি আমি, বাতাসের মতন অবাধ বয়েছে জীবন, নক্ষত্রের তলে শুয়ে ঘুমায়েছে মন এক দিন; এই সব সাধ জানিয়াছি একদিন—অবাধ—অগাধ; চ’লে গেছি ইহাদের ছেড়ে; ভালোবেসে দেখিয়াছি মেয়েমানুষেরে, অবহেলা ক’রে আমি দেখিয়াছি মেয়েমানুষেরে, ঘৃণা ক’রে দেখিয়াছি মেয়েমানুষেরে;  আমারে সে ভালোবাসিয়াছে, আসিয়াছে কাছে, উপেক্ষা সে করেছে আমারে, ঘৃণা ক’রে চ’লে গেছে—যখন ডেকেছি বারে-বারে ভালোবেসে তারে; তবুও সাধনা ছিলো একদিন–এই ভালোবাসা; আমি তার উপেক্ষার ভাষা আমি তার ঘৃণার আক্রোশ অবহেলা ক’রে গেছি; যে-নক্ষত্র—নক্ষত্রের দোষ আমার প্রেমের পথে বার-বার দিয়ে গেছে বাধা    আমি তা’ ভুলিয়া গেছি; তবু এই ভালোবাসা—ধুলো আর কাদা।",6
মাথার ভিতরে স্বপ্ন নয়—প্রেম নয়—কোনো এক বোধ কাজ করে।,0
"আমি সব দেবতারে ছেড়ে আমার প্রাণের কাছে চ’লে আসি, বলি আমি এই হৃদয়েরে: সে কেন জলের মতো ঘুরে-ঘুরে একা কথা কয়!","1, 3"
অবসাদ নাই তার?,0
নাই তার শান্তির সময়?,0
কোনোদিন ঘুমাবে না?,0
ধীরে শুয়ে থাকিবার স্বাদ পাবে না কি?,1
পাবে না আহ্লাদ মানুষের মুখ দেখে কোনোদিন!,0
মানুষীর মুখ দেখে কোনোদিন!,0
শিশুদের মুখ দেখে কোনোদিন!,0
এই বোধ—শুধু এই স্বাদ পায় সে কি অগাধ—অগাধ!,6
পৃথিবীর পথ ছেড়ে আকাশের নক্ষত্রের পথ চায় না সে?,0
করেছে শপথ দেখিবে সে মানুষের মুখ?,0
দেখিবে সে মানুষীর মুখ?,0
দেখিবে সে শিশুদের মুখ?,0
"চোখে কালো শিরার অসুখ, কানে যেই বধিরতা আছে, যেই কুঁজ—গলগণ্ড মাংসে ফলিয়াছে নষ্ট শসা—পচা চাল্‌কুমড়ার ছাঁচে, যে-সব হৃদয়ে ফলিয়াছে —সেই সব।",6
"আমরা হেঁটেছি যারা নির্জন খড়ের মাঠে পউষ সন্ধ্যায়, দেখেছি মাঠের পারে নরম নদীর নারী ছড়াতেছে ফুল কুয়াশার; কবেকার পাড়াগাঁর মেয়েদের মতো যেন হায় তারা সব; আমরা দেখেছি যারা অন্ধকারে আকন্দ ধুন্দুল জোনাকিতে ভ’রে গেছে; যে-মাঠে ফসল নাই তাহার শিয়রে চুপে দাঁড়ায়েছে চাঁদ–কোনো সাধ নাই তার ফসলের তরে;  আমরা বেসেছি যারা অন্ধকারে দীর্ঘ শীত রাত্রিটিরে ভালো, খড়ের চালের পরে শুনিয়াছি মুগ্ধরাতে ডানার সঞ্চার: পুরোনো পেঁচার ঘ্রাণ; অন্ধকারে আবার সে কোথায় হারালো!",3
"বুঝেছি শীতের রাত অপরূপ, মাঠে-মাঠে ডানা ভাসাবার গভীর আহ্লাদে ভরা; অশথের ডালে-ডালে ডাকিয়াছে বক; আমরা বুঝেছি যারা জীবনের এই সব নিভৃত কুহক;  আমরা দেখেছি যারা বুনোহাঁস শিকারীর গুলির আঘাত এড়ায়ে উড়িয়া যায় দিগন্তের নম্র নীল জ্যোৎস্নার ভিতরে, আমরা রেখেছি যারা ভালোবেসে ধানের গুচ্ছের ’পরে হাত, সন্ধ্যার কাকের মতো আকাঙ্ক্ষায় আমরা ফিরেছি যারা ঘরে; শিশুর মুখের গন্ধ, ঘাস, রোদ, মাছরাঙা, নক্ষত্র, আকাশ আমরা পেযেছি যারা ঘুরে ফিরে ইহাদের চিহ্ন বারোমাস;  দেখেছি সবুজ পাতা অঘ্রাণের অন্ধকারে হয়েছে হলুদ, হিজলের জানালায় আলো আর বুলবুলি করিয়াছে খেলা, ইঁদুর শীতের রাতে রেশমের মতো রোমে মাখিয়াছে খুদ, চালের ধূসর গন্ধে তরঙ্গেরা রূপ হ’য়ে ঝরেছে দু-বেলা নির্জন মাছের চোখে; পুকুরের পারে হাঁস সন্ধ্যার আঁধারে পেয়েছে ঘুমের ঘ্রাণ–মেয়েলি হাতের স্পর্শ ল’যে গেছে তারে;     মিনারের মতো মেঘ সোনালি চিলেরে তার জানালায় ডাকে, বেতের লতার নিচে চড়ুয়ের ডিম যেন নীল হ“য়ে আছে, নরম জলের গন্ধ দিয়ে নদী বার বার তীরটিরে মাখে, খড়ের চালের ছায়া গাঢ় রাতে জ্যোৎস্নার উঠানে পড়িয়াছে; বাতাসে ঝিঁঝির গন্ধ—বৈশাখের প্রান্তরের সবুজ বাতাসে; নীলাভ নোনার বুকে ঘন রস গাঢ় আকাঙ্ক্ষায় নেমে আসে;  আমরা দেখেছি যারা নিবিড় বটের নিচে লাল-লাল ফল পড়ে আছে; নির্জন মাঠের ভিড় মুখ দেখে নদীর ভিতরে; যত নীল আকাশেরা র’য়ে গেছে খুঁজে ফেরে আরো নীল আকাশের তল; পথে-পথে দেখিয়াছি মৃদু চোখ ছায়া ফেলে পৃথিবীর ’পরে; আমরা দেখেছি যারা শুপুরীর সারি বেয়ে সন্ধ্যা আসে রোজ, প্রতিদিন ভোর আসে ধানের গুচ্ছের মতে সবুজ সহজ;  আমরা বুঝেছি যারা বহুদিন মাস ঋতু শেষ হ’লে পর পৃথিবীর সেই কন্যা কাছে এসে অন্ধকারে নদীদের কথা ক’য়ে গেছে; আমরা বুঝেছি যারা পথ ঘাট মাঠের ভিতর আরো-এক আলো আছে: দেহে তার বিকালবেলার ধূসরতা; চোখের-দেখার হাত ছেড়ে দিয়ে সেই আলো হ’য়ে আছে স্থির: পৃথিবীর কঙ্কাবতী ভেসে গিয়ে সেইখানে পায় ম্লান ধূপের শরীর;  আমরা মৃত্যুর আগে কি বুঝিতে চাই আর?",6
"জানি না কি আহা, সব রাঙা কামনার শিয়রে যে দেয়ালের মতো এসে জাগে ধূসর মৃত্যুর মুখ; একদিন পৃথিবীতে স্বপ্ন ছিলো—সোনা ছিলো যাহা নিরুত্তর শান্তি পায়; যেন কোন্ মায়াবীর প্রয়োজনে লাগে।","2, 3"
. . . রৌদ্র নিভে গেলে পাখি পাখালির ডাক শুনিনি কি?,2
প্রান্তরের কুয়াশায় দেখিনি কি উড়ে গেছে কাক!,0
সেদিন এ-ধরণীর সবুজ দ্বীপের ছায়া—উতরোল তরঙ্গের ভিড় মোর চোখে জেগে-জেগে ধীরে-ধীরে হ’লো অপহত কুয়াশায় ঝ’রে পড়া আতসের মতো।,2
"দিকে-দিকে ডুবে গেল কোলাহল, সহসা উজানজলে ভাটা গেল ভাসি, অতিদূর আকাশের মুখখানা আসি বুকে মোর তুলে গেল যেন হাহাকার।","3, 6"
সেইদিন মোর অভিসার মৃত্তিকার শূন্য পেয়ালার ব্যথা একাকারে ভেঙে বকের পাখার মতো শাদা লঘু মেঘে ভেসেছিলো আতুর উদাসী; বনের ছায়ার নিচে ভাসে কার ভিজে চোখ কাঁদে কার বাঁরোয়ার বাঁশি সেদিন শুনিনি তাহা; ক্ষুধাতুর দুটি আঁখি তুলে অতিদূর তারকার কামনায় আঁখি মোর দিয়েছিনু খুলে।,"2, 6"
"আমার এ শিরা-উপশিরা চকিতে ছিঁড়িয়া গেল ধরণীর নাড়ীর বন্ধন, শুনেছিনু কান পেতে জননীর স্থবির ক্রন্দন— মোর তরে পিছু ডাক মাটি-মা—তোমার; ডেকেছিলো ভিজে ঘাস—হেমন্তের হিম মাস—জোনাকির ঝাড়, আমারে ডাকিয়াছিলো আলেয়ার লাল মাঠ—শ্মশানের খেয়াঘাট আসি, কঙ্কালের রাশি, দাউ-দাউ চিতা, কতো পূর্ব জাতকের পিতামহ পিতা, সর্বনাশ ব্যসন বাসনা, কতো মৃত গোক্ষুরার ফণা, কতো তিথি—কতো যে অতিথি— কতো শত যোনিচক্রস্মৃতি করেছিলো উতলা আমারে।","6, 10"
