ID,SENTENCE,FOS CODE,SL. No. Figure of Speech Class Label
JD470,"৩   কোথাও শান্তির কথা নেই তার, উদ্দীপ্তিও নেই; একদিন মুত্যু হবে, জন্ম হয়েছে; সূর্য উদয়ের সাথে এসেছিলো খেতে; সূর্যাস্তের সাথে চ’লে গেছে।",,
JD471,সূর্য উঠবে জেনে স্থির হ’য়ে ঘুমায়ে রয়েছে।,,
JD472,"আজ রাতে শিশিরের জল প্রাগৈতিহাসিক স্মৃতি নিয়ে খেলা করে; কৃষাণের বিবর্ণ লাঙল, ফালে ওপড়ানো সব অন্ধকার ঢিবি, পোয়াটাক মাইলের মতন জগৎ সারাদিন অন্তহীন কাজ ক’রে নিরুৎকীর্ণ মাঠে প’ড়ে আছে সৎ কি অসং।",,
JD473,৪   অনেক রক্তের ধ্বকে অন্ধ হ’য়ে তারপর জীব এইখানে তবুও পায়নি কোনো ত্রাণ; বৈশাখের মাঠের ফাটলে এখানে পৃথিবী অসমান।,,
JD474,আর-কোনো প্রতিশ্রুতি নেই।,,
JD475,"কেবল খড়ের স্তূপ প’ড়ে আছে দুই— তিন মাইল, তবু তা’ সোনার মতো নয়; কেবল কাস্তের শব্দ পৃথিবীর কামানকে ভুলে করুণ, নিরীহ, নিরাশ্রয়।",,
JD476,আর-কোনো প্রতিশ্রুতি নেই।,,
JD477,"জলপিপি চ’লে গেলে বিকেলের নদী কান পেতে নিজের জলের সুর শোনে; জীবাণুর থেকে আজ কৃষক, মানুষ জেগেছে কি হেতুহীন সংপ্রসারণে— ভ্রান্তিবিলাসে নীল আচ্ছন্ন সাগরে?",,
JD478,"চৈত্য, ক্রুশ, নাইণ্টিথ্রি ও সোভিয়েট শ্রুতি প্রতিশ্রুতি যুগান্তের ইতিহাস, অর্থ দিয়ে কূলহীন সেই মহাসাগরে প্রাণ চিনে-চিনে হয়তো বা নচিকেতা প্রচেতার চেয়ে অনিমেষে প্রথম ও অন্তিম মানুষের প্রিয় প্রতিমান হ’য়ে যায় স্বাভাবিক জনমানবের সূর্যালোকে।",,
JD479,কোথাও তরণী আজ চ’লে গেছে আকাশ-রেখায়— তবে— এই কথা ভেবে নিদ্রায় আসক্ত হ’তে গিয়ে তবু বেদনায় জেগে ওঠে পরাস্ত নাবিক; সূর্য যেন পরম্পরাক্রম আরো— ওই দিকে— সৈকতের পিছে বন্দরের কোলাহল—পাম সারি; তবু তার পরে স্বাভাবিক  স্বৰ্গীয় পাখির ডিম সূর্য যেন সোনালি চুলের ধর্মযাজিকার চোখে; গোধূম-খেতের ভিড়ে সাধারণ কৃষকের খেলার বিষয়; তবু তার পরে কোনো অন্ধকার ঘর থেকে অভিভূত নৃমুণ্ডের ভিড় বল্লমের মতো দীর্ঘ রশ্মির ভিতরে নিরাশ্রয়—  আশ্চর্য সোনার দিকে চেয়ে থাকে; নিরন্তর দ্রুত উন্মীলনে জীবাণুরা উড়ে যায়— চেয়ে দ্যাখে— কোনো এক বিস্ময়ের দেশে।,,
JD480,"হে নাবিক, হে নাবিক, কোথায় তোমার যাত্রা সূর্যকে লক্ষ্য ক’রে শুধু?",,
JD481,"বেবিলন, নিনেভে, মিশর, চীন, উরের আরশি থেকে ফেঁসে  অন্য এক সমুদ্রের দিকে তুমি চ’লে যাও— দুপুর বেলায়; বৈশালীর থেকে বায়ু— গেৎসিমানি— আলেকজান্দ্রিয়ার মোমের আলোকগুলো রয়েছে পিছনে প’ড়ে অমায়িক সংকেতের মতো; তারাও সৈকত।",,
JD482,তবু তৃপ্তি নেই।,,
JD483,আরো দূর চক্রবাল হৃদয়ে পাবার  প্রয়োজন রয়ে গেছে— যতদিন স্ফটিক-পাখনা মেলে বোলতার ভিড় উড়ে যায়ু রাঙা রৌদ্রে; এরোপ্লেনের চেয়ে প্রমিতিতে নিটোল সারস নীলিমাকে খুলে ফেলে যতদিন; ভুলের বুনুনি থেকে আপনাকে মানবহৃদয়; উজ্জ্বল সময়-ঘড়ি— নাবিক— অনন্ত নীর অগ্রসর হয়।,,
JD484,পৃথিবী প্রবীণ আরো হ’য়ে যায় মিরুজিন নদীটির তীরে; বিবর্ণ প্রাসাদ তার ছায়া ফেলে জলে।,,
JD485,ও-প্রাসাদে কারা থাকে?,,
JD486,কেউ নেই— সোনালি আগুন চুপে জলের শরীরে নড়িতেছে— জ্বলিতেছে— মায়াবীর মতো জাদুবলে।,,
JD487,সে-আগুন জ্ব’লে যায়— দহেনাকো কিছু।,,
JD488,সে-আগুন জ্ব’লে যায় সে-আগুন জ্বলে’ যায় সে-আগুন জ্ব’লে যায় দহেনাকো কিছু।,,
JD489,নিমীল আগুনে ওই আমার হৃদয় মৃত এক সারসের মতো।,,
JD490,"পৃথিবীর রাজহাঁস নয়— নিবিড় নক্ষত্র থেকে যেন সমাগত সন্ধ্যার নদীর জলে এক ভিড় হাঁস ওই— একা; এখানে পেল না কিছু; করুণ পাখায়    তাই তা’রা চলে যায় শাদা, নিঃসহায়।",,
JD491,মূল সারসের সাথে হ’লো মুখ দেখা।,,
JD492,২   রাত্রির সংকেতে নদী যতদূর ভেসে যায়— আপনার অভিজ্ঞান নিয়ে আমারো নৌকার বাতি জ্বলে; মনে হয় এইখানে লোকশ্রুত আমলকী পেয়ে গেছি আমার নিবিষ্ট করতলে; সব কেরোসিন-অগ্নি ম’রে গেছে; জলের ভিতরে আভা দ’হে যায় মায়াবীর মতো জাদুবলে।,,
JD493,পৃথিবীর সৈনিকেরা ঘুমায়েছে বিম্বিসার রাজার ইঙ্গিতে ঢের দূর ভূমিকার পর; সত্য সারাংসার মূর্তি সোনার বৃষের ’পরে ছুটে সারাদিন হ’য়ে গেছে এখন পাথর; যে-সব যুবারা সিংহীগর্ভে জ’ন্মে পেয়েছিলো কৌটিল্যের সংযম তারাও মরেছে— আপামর।,,
JD494,"যেন সব নিশিডাকে চ’লে গেছে নগরীকে শূন্য ক’রে দিয়ে— সব ক্বাথ বাথরুমে ফেলে; গভীর নিসর্গ সাড়া দিয়ে শ্রুতি বিস্মৃতির নিস্তব্ধতা ভেঙে দিতো তবু একটি মানুষ কাছে পেলে; যে-মুকুর পারদের ব্যবহার জানে শুধু, যেই দীপ প্যারাফিন, বাটা মাছ ভাজে যেই তেলে, সম্রাটের সৈনিকেরা যে-সব লাবণি, লবণরাশি খাবে জেগে উঠে’, অমায়িক কুটুম্বিনী জানে; তবুও মানুষ তার বিছানায় মাঝরাতে নৃমুণ্ডের হেঁয়ালিকে আঘাত করিবে কোন্‌খানে?",,
JD495,হয়তো নিসর্গ এসে একদিন ব’লে দেবে কোনো এক সম্রাজ্ঞীকে জলের ভিতরে এই অগ্নির মানে।,,
JD496,দরদালানের ভিড় — পৃথিবীর শেষে যেইখানে প’ড়ে আছে– শব্দহীন— ভাঙা— সেইখানে উঁচু-উঁচু হরিতকী গাছের পিছনে হেমন্তের বিকেলের সূর্য গোল— রাঙা—  চুপে-চুপে ভুলে যায়— জ্যোৎস্নায়।,,
JD497,পিপুলের গাছে ব’সে পেঁচা শুধু একা চেয়ে দ্যাখে; সোনার বলের মতো সূর্য আর রুপার ডিবের মতে চাঁদের বিখ্যাত মুখ দেখা।,,
JD498,হরিতকী শাখাদের নিচে যেন হীরের স্ফুলিঙ্গ আর স্ফটিকের মতো শাদা জলের উল্লাস; নৃমুণ্ডের আবছায়া— নিস্তব্ধতা— বাদামী পাতার ঘ্রাণ— মধুকূপী ঘাস।,,
JD499,"কয়েকটি নারী যেন ঈশ্বরীর মতো: পুরুষ তাদের: কৃতকর্ম নবীন; খোঁপার ভিতরে চুলে: নরকের নবজাত মেঘ, পায়ের ভঙ্গির নিচে হঙকঙের তৃণ।",,
JD500,"সেখানে গোপন জল ম্লান হ’য়ে হীরে হয় ফের, পাতাদের উৎসরণে কোনো শব্দ নাই; তবু তা’রা টের পায় কামানের স্থবির গর্জনে বিনষ্ট হতেছে সাংহাই।",,
JD501,সেইখানে যূথচারী কয়েকটি নারী ঘনিষ্ঠ চাঁদের নিচে চোখ আর চুলের সংকেতে    মেধাবিনী; দেশ আর বিদেশের পুরুষেরা যুদ্ধ আর বাণিজ্যের রক্তে আর উঠিবে না মেতে।,,
JD502,প্রগাঢ় চুম্বন ক্রমে টানিতেছে তাহাদের তুলোর বালিশে মাথা রেখে আর মানবীয় ঘুমে স্বাদ নেই; এই নিচু পৃথিবীর মাঠের তরঙ্গ দিয়ে ওই চূর্ণ ভূখণ্ডের বাতাসে— বরুণে ক্রূর পথ নিয়ে যায় হরিতকী বনে— জ্যোৎস্নায়।,,
JD503,"যুদ্ধ আর বাণিজ্যের বেলোয়ারি রৌদ্রের দিন শেষ হ’য়ে গেছে সব; বিনুনিতে নরকের নির্বচন মেঘ, পায়ের ভঙ্গির নিচে বৃশ্চিক— কর্কট— তুলা— মীন।",,
JD504,মালয় সমুদ্র পারে সে এক বন্দর আছে শ্বেতাঙ্গিনীদের।,,
JD505,"যদিও সমুদ্র আমি পৃথিবীতে দেখে গেছি ঢের: নীলাভ জলের রোদে কুয়ালালুম্পুর, জাভা, সুমাত্রা ও ইন্দোচীন, বালি অনেক ঘুরেছি আমি— তারপর এখানে বাদামী মলয়ালী সমুদ্রের নীল মরুভূমি দেখে কাঁদে সারাদিন।",,
JD506,শাদা-শাদা ছোটো ঘর নারকেলখেতের ভিতরে দিনের বেলায় আরো গাঢ় শাদা জোনাকির মতো ঝরঝরে।,,
JD507,"শ্বেতাঙ্গদম্পতী সব সেইখানে সামুদ্রিক কাঁকড়ার মতো সময় পোহায়ে যায়, মলয়ালী ভয় পায় ভ্রান্তিবশত, সমুদ্রের নীল মরুভূমি দেখে কাঁদে সারাদিন।",,
JD508,"বাণিজ্যবায়ুর গল্পে একদিন শতাব্দীর শেষে অভ্যুত্থান শুরু হ’লো এইখানে নীল সমুদ্রের কটিদেশে; বাণিজ্যবায়ুর হর্ষে কোনো একদিন, চারিদিকে পামগাছ— ঘোলা মদ— বেশ্যালয়— সেঁকো— কেরোসিন সমুদ্রের নীল মরুভূমি দেখে রোখে সারাদিন।",,
JD509,সারাদিন দূর থেকে ধোঁয়া রৌদ্রে রিরংসায় সে ঊনপঞ্চাশ বাতাস তবুও বয়— উদীচীর বিকীর্ণ বাতাস; নারকেলকুঞ্জবনে শাদা-শাদা ঘরগুলো ঠাণ্ডা ক’রে রাখে; লাল কাঁকরের পথ—রক্তিম গির্জার মুণ্ড দেখা যায় সবুজের ফাঁকে: সমুদ্রের নীল মরুভূমি দেখে নীলিমায় লীন।,,
JD510,"“বরং নিজেই তুমি লেখোনাকো একটি কবিতা—’ বলিলাম ম্লান হেসে; ছায়াপিণ্ড দিলো না উত্তর; বুঝিলাম সে তো কবি নয়— সে যে আরূঢ় ভণিতা: পাণ্ডুলিপি, ভাষ্য, টীকা, কালি আর কলমের ’পর ব’সে আছে সিংহাসনে— কবি নয়— অজর, অক্ষর অধ্যাপক; দাঁত নেই— চোখে তার অক্ষম পিঁচুটি; বেতন হাজার টাকা মাসে— আর হাজার দেড়েক পাওয়া যায় মৃত সব কবিদের মাংস কৃমি খুঁটি; যদিও সে-সব কবি ক্ষুধা প্রেম আগুনের সেঁক চেয়েছিলো— হাঙরের ঢেউয়ে খেয়েছিলো লুটোপুটি।",,
JD511,"আমরা যাইনি ম’রে আজো— তবু কেবলি দৃশ্যের জন্ম হয়: মহীনের ঘোড়াগুলো ঘাস খায় কার্তিকের জ্যোৎস্নার প্রান্তরে, প্রস্তরযুগের সব ঘোড়া যেন— এখনও ঘাসের লোভে চরে পৃথিবীর কিমাকার ডাইনামোর ’পরে।",,
JD512,আস্তাবলের ঘ্রাণ ভেসে আসে এক ভিড় রাত্রির হাওয়ায়; বিষণ্ণ খড়ের শব্দ ঝ’রে পড়ে ইস্পাতের কলে; চায়ের পেয়ালা কটা বেড়ালছানার মতে— ঘুমে—ঘেয়ো কুকুরের অস্পষ্ট কবলে হিম হ’য়ে ন”ড়ে গেল ও-পাশের পাইস্-রেস্তরাঁতে; প্যারাফিন-লণ্ঠন নিভে গেল গোল আস্তাবলে সময়ের প্রশান্তির ফুঁয়ে; এই সব ঘোড়াদের নিওলিথ-স্তব্ধতার জ্যোৎস্নাকে ছুঁয়ে।,,
JD513,"সুরঞ্জনা, ওইখানে যেওনাকো তুমি, বোলোনাকো কথা ওই যুবকের সাথে; ফিরে এসো সুরঞ্জনা: নক্ষত্রের রুপালি আগুন ভরা রাতে;  ফিরে এসো এই মাঠে, ঢেউয়ে; ফিরে এসো হৃদয়ে আমার; দূর থেকে দূরে— আরো দূরে যুবকের সাথে তুমি যেওনাকো আর।",,
JD514,কি কথা তাহার সাথে?,,
JD515,তার সাথে!,,
JD516,আকাশের আড়ালে আকাশে মৃত্তিকার মতো তুমি আজ: তার প্রেম ঘাস হ’য়ে আসে।,,
JD517,"সুরঞ্জনা, তোমার হৃদয় আজ ঘাস: বাতাসের ওপারে বাতাস— আকাশের ওপারে আকাশ।",,
JD518,এখন শীতের রাতে অনুপম ত্রিবেদীর মুখ জেগে ওঠে।,,
JD519,যদিও সে নেই আজ পৃথিবীর বড়ো গোল পেটের ভিতরে সশরীরে; টেবিলের অন্ধকারে তবু এই শীতের স্তব্ধতা এক পৃথিবীর মৃত জীবিতের ভিড়ে সেই স্মরণীয় মানুষের কথা হৃদয়ে জাগায়ে যায়; টেবিলে বইয়ের স্তূপ দেখে মনে হয় যদিও প্লেটোর থেকে রবি ফ্রয়েড নিজ-নিজ চিন্তার বিষয়    পরিশেষ ক’রে দিয়ে শিশিরের বালাপোশে অপরূপ শীতে এখন ঘুমায়ে আছে— তাহদের ঘুম ভেঙে দিতে নিজের কুলুপ এঁটে পৃথিবীতে— ওই পারে মৃত্যুর তালা ত্রিবেদী কি খোলে নাই?,,
JD520,"তান্ত্রিক উপাসনা মিস্টিক ইহুদী কাবালা ঈশার শবোত্থান— বোধিদ্রুমের জন্ম মরণের থেকে শুরু ক’রে হেগেল ও মার্কস: তার ডান আর বাম কান ধ’রে দুই দিকে টেনে নিয়ে যেতেছিলো; এমন সময় দু-পকেটে হাত রেখে ভ্রূকুটিল চোখে নিরাময় জ্ঞানের চেয়েও তার ভালো লেগে গেল মাটি মানুষের প্রেম; প্রেমের চেয়েও ভালো মনে হ’লো একটি টোটেম: উটের ছবির মতো— একজন নারীর হৃদয়ে; মুখে-চোখে আকুতিতে মরীচিকা জয়ে চলেছে সে; জড়ায়েছে ঘিয়ের রঙের মতো শাড়ি; ভালো ক’রে দেখে নিলে মনে হয় অতীব চতুর দক্ষিণরাঢ়ী দিব্য মহিলা এক; কোথায় যে আঁচলের খুঁট; কেবলি উত্তরপাড়া ব্যাণ্ডেল কাশীপুর বেহালা খুরুট ঘুরে যায় স্টালিন, নেহেরু, ব্লক, অথবা রায়ের বোঝা ব’য়ে, ত্রিপাদ ভূমির পরে আরো ভূমি আছে এই বলির হৃদয়ে?",,
JD521,তা হ’লে তা’ প্রেম নয়; ভেবে গেল ত্রিবেদীর হৃদয়ের জ্ঞান।,,
JD522,জড় ও অজড় ডায়ালেকটিক মিলে আমাদের দু-দিকের কান টানে ব’লে বেঁচে থাকি— ত্রিবেদীকে বেশি জোরে দিয়েছিলো টান।,,
JD523,সুবিনয় মুস্তফীর কথা মনে পড়ে এই হেমন্তের রাতে।,,
JD524,এক সাথে বেরাল ও বেরালের-মুখে-ধরা-ইঁদুর হাসাতে এমন আশ্চর্য শক্তি ছিলো ভূয়োদর্শী যুবার।,,
JD525,"ইঁদুরকে খেতে-খেতে শাদা বেরালের ব্যবহার, অথবা টুকরো হ’তে-হ’তে সেই ভারিক্কে ইঁদুর: বৈকুণ্ঠ ও নরকের থেকে তা’রা দুই জনে কতোখানি দূর ভুলে গিয়ে আধে আলো অন্ধকারে হেঁচকা মাটির পৃথিবীতে আরো কিছুদিন বেঁচে কিছুটা আমেজ পেয়ে নিতে কিছুটা সুবিধা ক’রে দিতে যেত— মাটির দরের মতো রেটে; তবুও বেদম হেসে খিল ধ’রে যেত ব’লে বেরালের পেটে ইঁদুর “হুর্‌রে’ ব’লে হেসে খুন হ’তো সেই খিল কেটে-কেটে।",,
JD526,ও. কে.   একটি বিপ্লবী তার সোনা রুপো ভালোবেসেছিলো; একটি বণিক আত্মহত্যা করেছিলো পরবর্তী জীবনের লোভে; একটি প্রেমিক তার মহিলাকে ভালোবেসেছিলো; তবুও মহিলা প্রীত হয়েছিলো দশজন মূর্থের বিক্ষোভে।,,
JD527,বুকের উপরে হাত রেখে দিয়ে তা’রা নিজেদের কাজ ক’রে গিয়েছিলো সব।,,
JD528,অবশেষে তা’রা আজ মাটির ভিতরে অপরের নিয়মে নীরব।,,
JD529,মাটির আহ্নিক গতি সে-নিয়ম নয়; সূর্য তার স্বাভাবিক চোখে সে-নিয়ম নয়— কেউ নিয়মের ব্যতিক্রম নয়; সব দিক ও. কে.।,,
JD530,সাবলীল   আকাশে সূর্যের আলো থাকুক না— তবু— দণ্ডাজ্ঞার ছায়া আছে চিরদিন মাথার উপরে।,,
JD531,আমরা দণ্ডিত হ’য়ে জীবনের শোভা দেখে যাই।,,
JD532,মহাপুরুষের উক্তি চারিদিকে কোলাহল করে।,,
JD533,মাঝে-মাঝে পুরুষার্থ উত্তেজিত হ’লে— (এ রকম উত্তেজিত হয়;) উপস্থাপয়িতার মতন আমাদের চায়ের সময়  এসে প’ড়ে আমাদের স্থির হ’তে বলে।,,
JD534,সকলেই স্নিগ্ধ হ’য়ে আত্মকর্মক্ষম; এক পৃথিবীর দ্বেষ হিংসা কেটে ফেলে চেয়ে দ্যাখে স্তূপাকারে কেটেছে রেশম।,,
JD535,এক পৃথিবীর মতো বর্ণময় রেশমের স্তূপ কেটে ফেলে পুনরায় চেয়ে দ্যাখে এসে গেছে অপরাহ্ণকাল: প্রতিটি রেশম থেকে সীতা তার অগ্নিপরীক্ষায়— অথবা খ্রীষ্টের রক্ত করবী ফুলের মতো লাল।,,
JD536,"মানুষ সর্বদা যদি   মানুষ সর্বদা যদি নরকের পথ বেছে নিতো— (স্বর্গে পৌঁছুবার লোভ সিদ্ধার্থও গিয়েছিলো ভুলে), অথবা বিষম মদ স্বতই গেলাসে ঢেলে নিতো, পরচুলা এঁটে নিতো স্বাভাবিক চুলে, সর্বদা এ-সব কাজ ক’রে যেত যদি যেমন সে প্রায়শই করে, পরচুলা তবে কার সন্দেহের বস্তু হ’তো, আহা, অথবা মুখোশ খুলে খুশি হ’তো কে নিজের মুখের রগড়ে।",,
JD537,"চার্বাক প্রভৃতি—   “কেউ দূরে নেপথ্যের থেকে, মনে হয়, মানুষের বৈশিষ্ট্যের উত্থান-পতন একটি পাখির জন্ম— কীচকের জন্মমৃত্যু সব বিচারসাপেক্ষভাবে নিয়ন্ত্রণ করে।",,
JD538,“তবু এই অনুভূতি আমাদের মর্ত্য জীবনের কিংবা মরণের কোনো মূলসূত্র নয়।,,
RT5299,"কোথায় যেতে ইচ্ছে করে            শুধাস কি মা, তাই?",10,
RT5300,যেখান থেকে এসেছিলেম            সেথায় যেতে চাই।,0,
RT5301,কিন্তু সে যে কোন্‌ জায়গা            ভাবি অনেকবার।,0,
RT5302,মনে আমার পড়ে না তো           একটুখানি তার।,0,
RT5303,"ভাবনা আমার দেখে বাবা            বললে সেদিন হেসে,  “সে - জায়গাটি মেঘের পারে            সন্ধ্যাতারার দেশে।",5,
RT5304,"তুমি বল, “সে - দেশখানি            মাটির নীচে আছে,  যেখান থেকে ছাড়া পেয়ে            ফুল ফোটে সব গাছে।",5,
RT5305,"মাসি বলে, “সে - দেশ আমার            আছে সাগরতলে,  যেখানেতে আঁধার ঘরে            লুকিয়ে মানিক জ্বলে।","2, 5",
RT5306,"দাদা আমার চুল টেনে দেয়,            বলে, “বোকা ওরে,  হাওয়ায় সে - দেশ মিলিয়ে আছে             দেখবি কেমন করে?","5, 10",
RT5307,"আমি শুনে ভাবি, আছে            সকল জায়গাতেই।",0,
RT5308,সিধু মাস্টার বলে শুধু            “কোনোখানেই নেই।,0,
RT5309,"            ওই   যে রাতের তারা              জানিস কি, মা, কারা?","3, 10",
RT5310,সারাটিখন ঘুম না জানে  চেয়ে থাকে মাটির পানে            যেন কেমনধারা!,0,
RT5311,"আমার যেমন নেইকো ডানা,  আকাশ - পানে উড়তে মানা,            মনটা কেমন করে,  তেমনি ওদের পা নেই বলে  পারে না যে আসতে চলে            এই পৃথিবীর ’পরে।",3,
RT5312,"      সকালে যে নদীর বাঁকে  জল নিতে যাস কলসী কাঁখে            সজনেতলার ঘাটে,  সেথায় ওদের আকাশ থেকে  আপন ছায়া দেখে দেখে            সারা পহর কাটে।",3,
RT5313,ভাবে ওরা চেয়ে চেয়ে  “হতেম যদি গাঁয়ের মেয়ে             তবে সকাল - সাঁজে  কলসিখানি ধরে বুকে  সাঁতরে নিতেম মনের সুখে            ভরা নদীর মাঝে’।,3,
RT5314,"      আর আমাদের ছাতের কোণে  তাকায়, যেথা গভীর বনে            রাক্ষসদের ঘরে    রাজকন্যা ঘুমিয়ে থাকে,  সোনার কাঠি ছুঁইয়ে তাকে            জাগাই শয্যা’পরে।",0,
RT5315,"  ভাবে ওরা, আকাশ ফেলে  হত যদি তোমার ছেলে,            এইখানে এই ছাতে  দিন কাটাত খেলায় খেলায়  তার পরে সেই রাতের বেলায়            ঘুমোত তোর সাথে।","5, 10",
RT5316,      যেদিন আমি নিষুত রাতে  হঠাৎ উঠি বিছানাতে            স্বপন থেকে জেগে  জানলা দিয়ে দেখি চেয়ে  তারাগুলি আকাশ ছেয়ে            ঝাপসা আছে মেঘে।,0,
RT5317,বসে বসে ক্ষণে ক্ষণে  সেদিন আমার হয় যে মনে            ওদের স্বপ্ন বলে।,4,
RT5318,"অন্ধকারের ঘুম লাগে যেই  ওরা আসে সেই পহরেই,            ভোরবেলা যায় চলে।",3,
RT5319,"আঁধার রাতি অন্ধ ও যে,  দেখতে না পায়, আলো খোঁজে,            সবই হারিয়ে ফেলে।",3,
RT5320,তাই আকাশে মাদুর পেতে  সমস্তখন স্বপনেতে            দেখা - দেখা খেলে।,5,
RT5321,"“সাত - আটটে সাতাশ’, আমি            বলেছিলাম বলে  গুরুমশায় আমার ’পরে            উঠল রাগে জ্বলে।",2,
RT5322,"মা গো, তুমি পাঁচ পয়সায়            এবার রথের দিনে  সেই যে রঙিন পুতুলখানি            আপনি দিলে কিনে  খাতার নিচে ছিল ঢাকা ;            দেখালে এক ছেলে,  গুরুমশায় রেগেমেগে            ভেঙে দিলেন ফেলে।",4,
RT5323,"বললেন, ” তোর দিনরাত্তির            কেবল যত খেলা।",10,
RT5324,একটুও তোর মন বসে না            পড়াশুনার বেলা! ”,10,
RT5325,"   মা গো, আমি জানাই কাকে?",10,
RT5326,          ওঁর কি গুরু আছে?,0,
RT5327,আমি যদি নালিশ করি            এক্‌খনি তাঁর কাছে?,0,
RT5328,"কোনোরকম খেলার পুতুল            নেই কি, মা, ওঁর ঘরে  সত্যি কি ওঁর একটুও মন            নেই পুতুলের “পরে?",10,
RT5329,সকাল - সাঁজে তাদের নিয়ে            করতে গিয়ে খেলা  কোনো পড়ায় করেন নি কি            কোনোরকম হেলা?,0,
RT5330,"ওঁর যদি সেই পুতুল নিয়ে              ভাঙেন কেহ রাগে,  বল দেখি মা, ওঁর মনে তা            কেমনতরো লাগে?",10,
RT5331,"সোম মঙ্গল বুধ এরা সব            আসে তাড়াতাড়ি,  এদের ঘরে আছে বুঝি            মস্ত হাওয়া - গাড়ি?","3, 5",
RT5332,"রবিবার সে কেন, মা গো,             এমন দেরি করে?","3, 10",
RT5333,ধীরে ধীরে পৌঁছয় সে            সকল বারের পরে।,3,
RT5334,আকাশ - পারে তার বাড়িটি            দূর কি সবার চেয়ে?,5,
RT5335,সে বুঝি মা তোমার মতো            গরিব - ঘরের মেয়ে?,10,
RT5336,"   সোম মঙ্গল বুধের খেয়াল            থাকবারই জন্যেই,  বাড়ি - ফেরার দিকে ওদের            একটুও মন নেই।",3,
RT5337,"রবিবারকে কে যে এমন            বিষম তাড়া করে,  ঘণ্টাগুলো বাজায় যেন            আধ ঘণ্টার পরে।",3,
RT5338,আকাশ - পারে বাড়িতে তার            কাজ আছে সব - চেয়ে?,"3, 5",
RT5339,"সে বুঝি, মা, তোমার মতো            গরিব - ঘরের মেয়ে।",10,
RT5340,   সোম মঙ্গল বুধের যেন            মুখগুলো সব হাঁড়ি  ছোটো ছেলের সঙ্গে তাদের            বিষম আড়াআড়ি।,"3, 4",
RT5341,"কিন্তু শনির রাতের শেষে             যেমনি উঠি জেগে,  রবিবারের মুখে দেখি            হাসিই আছে লেগে।",3,
RT5342,যাবার বেলায় যায় সে কেঁদে            মোদের মুখে চেয়ে।,3,
RT5343,"সে বুঝি, মা, তোমার মতো            গরিব ঘরের মেয়ে?",10,
RT5344,"ছোটো ছেলে হওয়ার সাহস           আছে কি এক ফোঁটা,                    তাই তো এমন বুড়ো হয়েই মরি।",2,
RT5345,"তিলে তিলে জমাই কেবল           জমাই এটা ওটা,                    পলে পলে বাক্স বোঝাই করি।",4,
RT5346,কালকে-দিনের ভাবনা এসে আজ-দিনেরে মারলে ঠেসে                    কাল তুলি ফের পরদিনের বোঝা।,"3, 5, and 10",
RT5347,"সাধের জিনিস ঘরে এনেই দেখি, এনে ফল কিছু নেই           খোঁজের পরে আবার চলে খোঁজা।",0,
RT5348,"  ভবিষ্যতের ভয়ে ভীত দেখতে না পাই পথ,           তাকিয়ে থাকি পরশু দিনের পানে, ভবিষ্যৎ তো চিরকালই           থাকবে ভবিষ্যৎ,                    ছুটি তবে মিলবে বা কোন্‌খানে?",2,
RT5349,"বুদ্ধি-দীপের আলো জ্বালি হাওয়ায় শিখা কাঁপছে খালি,                    হিসেব করে পা টিপে পথ হাঁটি।",2,
RT5350,"মন্ত্রণা দেয় কতজনা, সূক্ষ্ম বিচার-বিবেচনা,                    পদে-পদে হাজার খুঁটিনাটি।",4,
RT5351,"  শিশু হবার ভরসা আবার           জাগুক আমার প্রাণে,                    লাগুক হাওয়া নির্ভাবনার পালে, ভবিষ্যতের মুখোশখানা             খসাব একটানে,                    দেখব তারেই বর্তমানের কালে।","2, 8",
RT5352,"ছাদের কোণে পুকুরপারে জানব নিত্য-অজানারে                    মিশিয়ে রবে অচেনা আর চেনা; জমিয়ে ধুলো সাজিয়ে ঢেলা তৈরি হবে আমার খেলা,                    সুখ রবে মোর বিনামূল্যেই কেনা।",5,
RT5353,"  বড়ো হবার দায় নিয়ে, এই           বড়োর হাটে এসে                    নিত্য চলে ঠেলাঠেলির পালা।",2,
RT5354,যাবার বেলায় বিশ্ব আমার           বিকিয়ে দিয়ে শেষে                    শুধুই নেব ফাঁকা কথার ডালা!,8,
RT5355,"কোন্‌টা সস্তা, কোন্‌টা দামি ওজন করতে গিয়ে আমি                    বেলা আমার বইয়ে দেব দ্রুত, সন্ধ্যা যখন আঁধার হবে হঠাৎ মনে লাগবে তবে                    কোনোটাই না হল মনঃপুত।","2, 9",
RT5356,  বাল্য দিয়ে যে-জীবনের           আরম্ভ হয় দিন                    বাল্যে আবার হোক-না তাহা সারা।,2,
RT5357,"জলে স্থলে সঙ্গ আবার           পাক-না বাঁধন-হীন,                    ধুলায় ফিরে আসুক-না পথহারা।",0,
RT5358,সম্ভাবনার ডাঙা হতে অসম্ভবের উতল স্রোতে                    দিই-না পাড়ি স্বপন-তরী নিয়ে।,"2, 5",
RT5359,"আবার মনে বুঝি না এই,    বস্তু বলে কিছুই তো নেই                    বিশ্ব গড়া যা খুশি তাই দিয়ে।","5, 9",
